cell,arm,rollout,reward_mean,raw_reward_mean,mean_response_tokens,kl_to_init,response_entropy,credit_ess_ratio,credit_w_std,credit_w_max
Llama-base,grpo,29,-3.7347326278686523,-3.4930877685546875,383.96875,0.08340837061405182,0.5299848318099976,,,
Llama-base,grpo,30,7.700757026672363,8.51568603515625,635.515625,0.05562928318977356,0.865406334400177,,,
Llama-base,grpo,31,-2.102264881134033,-1.9035110473632812,346.875,0.08540350198745728,0.5617627501487732,,,
Llama-base,grpo,32,5.856794834136963,6.42950439453125,574.390625,0.05757563188672066,1.1683100461959839,,,
Llama-base,grpo,33,-3.6274514198303223,-3.6150054931640625,454.875,0.0731525719165802,0.7225263714790344,,,
Llama-base,grpo,34,-0.20401330292224884,0.009101390838623047,415.15625,0.0754987820982933,0.8456196188926697,,,
Llama-base,grpo,35,-1.1091270446777344,-1.10223388671875,328.65625,0.10236216336488724,0.8637359738349915,,,
Llama-base,grpo,36,-0.04584912955760956,0.8460540771484375,623.640625,0.050398074090480804,0.7383603453636169,,,
Llama-base,grpo,37,-4.963549613952637,-3.8359375,703.640625,0.04828978329896927,0.9020417928695679,,,
Llama-base,grpo,38,-0.45559996366500854,-0.27388763427734375,278.578125,0.10446597635746002,0.7337380647659302,,,
Llama-base,grpo,39,-1.536142110824585,-1.0785102844238281,529.828125,0.060208581387996674,0.8713372945785522,,,
Llama-base,grpo,40,-4.579714775085449,-3.1767578125,611.78125,0.05608095973730087,0.9862945079803467,,,
Llama-base,grpo,41,-2.2970094680786133,-0.588836669921875,764.640625,0.04799475148320198,0.9166592955589294,,,
Llama-base,grpo,42,3.871987819671631,4.300323486328125,375.171875,0.07073085755109787,0.9146364331245422,,,
Llama-base,grpo,43,2.857318878173828,4.356781005859375,436.96875,0.06934072822332382,0.8231909871101379,,,
Llama-base,grpo,44,-0.4672488868236542,0.21268844604492188,570.171875,0.04628518968820572,1.0806294679641724,,,
Llama-base,grpo,45,-0.35301196575164795,-0.28618621826171875,340.1875,0.06248372793197632,1.339432716369629,,,
Llama-base,grpo,46,-1.5123648643493652,-0.435302734375,604.546875,0.03625131770968437,1.1898112297058105,,,
Llama-base,grpo,47,-4.368168830871582,-3.0297393798828125,439.59375,0.04814336076378822,0.8377721905708313,,,
Llama-base,grpo,48,-2.5314085483551025,-2.15228271484375,583.609375,0.04128997027873993,1.3677088022232056,,,
Llama-base,grpo,49,4.510828495025635,4.52001953125,550.96875,0.056078068912029266,1.2336783409118652,,,
Llama-base,grpo,50,6.363315582275391,6.383037567138672,587.640625,0.052399586886167526,1.2324330806732178,,,
Llama-base,grpo,51,-2.0249974727630615,-2.00048828125,318.46875,0.06308142840862274,1.0417442321777344,,,
Llama-base,grpo,52,0.7690236568450928,1.16729736328125,471.859375,0.04099095240235329,0.9996467232704163,,,
Llama-base,grpo,53,3.2562716007232666,3.388965606689453,411.953125,0.051607646048069,0.9018463492393494,,,
Llama-base,grpo,54,5.915736198425293,6.139190673828125,517.984375,0.05222369730472565,1.2244346141815186,,,
Llama-base,grpo,55,1.6421058177947998,1.8444976806640625,430.4375,0.057207778096199036,1.2363841533660889,,,
Llama-base,grpo,56,-3.723437786102295,-3.5170249938964844,344.0625,0.06464289128780365,0.839788019657135,,,
Llama-base,grpo,57,4.747219085693359,4.81500244140625,334.953125,0.06462079286575317,0.9863094687461853,,,
Llama-base,grpo,58,6.56674861907959,6.628021240234375,313.15625,0.0773312896490097,1.043197512626648,,,
Llama-base,grpo,59,-2.5088906288146973,-2.124786376953125,587.609375,0.06553678959608078,1.131529688835144,,,
Llama-base,grpo,60,1.5043582916259766,1.7641935348510742,448.578125,0.08174435794353485,0.9531104564666748,,,
Llama-base,grpo,61,-1.467874526977539,-1.2530364990234375,401.59375,0.08581046015024185,0.9844830632209778,,,
Llama-base,grpo,62,-0.07671713829040527,1.1749725341796875,517.671875,0.05408550798892975,0.8058393001556396,,,
Llama-base,grpo,63,6.239721775054932,6.435794830322266,359.609375,0.08373523503541946,1.0195817947387695,,,
Llama-base,grpo,64,-3.5777347087860107,-1.849456787109375,657.5625,0.07371389865875244,0.929639995098114,,,
Llama-base,grpo,65,9.515045166015625,9.515045166015625,281.546875,0.14757105708122253,0.9111892580986023,,,
Llama-base,grpo,66,-3.482191801071167,-3.15802001953125,544.421875,0.0907660722732544,1.1079230308532715,,,
Llama-base,grpo,67,2.9549903869628906,5.09552001953125,838.96875,0.051259927451610565,0.7273874878883362,,,
Llama-base,grpo,68,5.468837738037109,6.466819763183594,581.921875,0.08478689193725586,0.9007160067558289,,,
Llama-base,grpo,69,-0.05029261112213135,1.727386474609375,733.984375,0.06671762466430664,1.2153874635696411,,,
Llama-base,grpo,70,5.003168106079102,5.02423095703125,410.671875,0.0914304107427597,0.8562220931053162,,,
Llama-base,grpo,71,6.3226752281188965,6.7422027587890625,508.0,0.07802969962358475,0.8559203147888184,,,
Llama-base,grpo,72,5.142548084259033,5.3843841552734375,491.953125,0.08579771965742111,0.9227933287620544,,,
Llama-base,grpo,73,4.40918493270874,4.538623809814453,375.71875,0.12084053456783295,0.8246994614601135,,,
Llama-base,grpo,74,3.8283307552337646,4.603240966796875,759.171875,0.06386023759841919,0.8151064515113831,,,
Llama-base,grpo,75,8.481489181518555,8.9676513671875,493.046875,0.08349327743053436,0.8087390661239624,,,
Llama-base,grpo,76,0.6508302092552185,1.02325439453125,518.109375,0.08468016237020493,0.8624045252799988,,,
Llama-base,grpo,77,5.144518852233887,5.163475036621094,356.703125,0.13896767795085907,0.8223690390586853,,,
Llama-base,grpo,78,5.450376510620117,6.750701904296875,684.3125,0.07185281068086624,0.9326817393302917,,,
Llama-base,grpo,79,4.336126804351807,4.38763427734375,428.640625,0.09142207354307175,0.7938044667243958,,,
Llama-base,grpo,80,4.4473724365234375,4.6616363525390625,267.4375,0.18849439918994904,0.7068447470664978,,,
Llama-base,grpo,81,-6.226322174072266,-5.1615142822265625,466.046875,0.08014445751905441,0.6849839091300964,,,
Llama-base,grpo,82,5.693758487701416,6.225109100341797,631.921875,0.10957925766706467,1.1068415641784668,,,
Llama-base,grpo,83,1.9554955959320068,2.61264705657959,426.578125,0.11052066832780838,1.2576934099197388,,,
Llama-base,grpo,84,0.1418466567993164,0.8677387237548828,572.84375,0.07864744961261749,0.9979184865951538,,,
Llama-base,grpo,85,3.90438175201416,5.596853256225586,696.328125,0.06723828613758087,1.2073500156402588,,,
Llama-base,grpo,86,2.715409755706787,2.823211669921875,675.765625,0.06411074101924896,0.9630798697471619,,,
Llama-base,grpo,87,0.6473680734634399,1.137359619140625,555.203125,0.07516797631978989,1.065661907196045,,,
Llama-base,grpo,88,2.4581634998321533,2.575347900390625,460.734375,0.08719899505376816,0.6686490774154663,,,
Llama-base,grpo,89,4.02748966217041,4.538543701171875,526.734375,0.05780468508601189,1.0129523277282715,,,
Llama-base,grpo,90,9.18642807006836,9.328887939453125,406.0625,0.08124895393848419,1.2314263582229614,,,
Llama-base,grpo,91,15.192801475524902,15.3563232421875,531.828125,0.06795069575309753,1.1638026237487793,,,
Llama-base,grpo,92,-3.424250364303589,-1.08343505859375,831.53125,0.059223368763923645,1.2150355577468872,,,
Llama-base,grpo,93,3.5838139057159424,3.814544677734375,400.78125,0.06271567940711975,0.8922372460365295,,,
Llama-base,grpo,94,2.720947265625,2.720947265625,228.828125,0.12427394837141037,1.0234243869781494,,,
Llama-base,grpo,95,-1.492328405380249,-1.214111328125,465.484375,0.061711475253105164,0.9696972966194153,,,
Llama-base,grpo,96,1.9766144752502441,3.4140377044677734,722.109375,0.052396029233932495,0.8541384935379028,,,
Llama-base,grpo,97,0.14597615599632263,0.654541015625,473.90625,0.054009757936000824,0.6686142683029175,,,
Llama-base,grpo,98,6.564141273498535,7.1617431640625,435.328125,0.0673958882689476,0.8821927309036255,,,
Llama-base,grpo,99,-0.09619903564453125,-0.09619903564453125,202.6875,0.07323188334703445,0.6704049110412598,,,
Llama-base,grpo,100,2.437185525894165,2.6834259033203125,353.78125,0.056798797100782394,0.9724099040031433,,,
Llama-base,grpo,101,-8.800374984741211,-8.573665618896484,169.75,0.09640064835548401,0.6846017837524414,,,
Llama-base,grpo,102,-2.4115676879882812,-2.4115676879882812,231.296875,0.07158292829990387,1.1125870943069458,,,
Llama-base,grpo,103,8.6404390335083,8.7689208984375,321.5625,0.06405384838581085,1.1662123203277588,,,
Llama-base,grpo,104,-2.43635630607605,-2.4193148612976074,345.0625,0.050095316022634506,0.695624053478241,,,
Llama-base,grpo,105,6.948028564453125,6.948028564453125,220.359375,0.08176162838935852,0.880883514881134,,,
